reaction,base_reaction,data_type,ec_code,kcat_evidence_count,kcat,MW,kcat_MW,missing_mass_genes
PROabc_num1,PROabc,global_default_no_ec,,0,65.0,41.272,5669703.430897461,
PROt2r_num1,PROt2r,global_default_no_ec,,0,65.0,48.418,4832913.37932174,
PROt4,PROt4,global_default_no_ec,,0,65.0,59.14,3956712.884680419,
PRPPS,PRPPS,EC_kcat_max_BRENDA,2.7.6.1,1,311.0,35.446,31586074.592337642,
PSCVT_num1,PSCVT,SABIO_RK_cache_median,2.5.1.19,19,3.0,44.984,240085.36368486573,
PSD140,PSD140,EC_class_4_SABIO_median,4.1.1.65,0,5.9,11.147,1905445.4113214316,
PSD150,PSD150,EC_class_4_SABIO_median,4.1.1.65,0,5.9,11.147,1905445.4113214316,
PSD160,PSD160,EC_class_4_SABIO_median,4.1.1.65,0,5.9,11.147,1905445.4113214316,
PSD161,PSD161,EC_class_4_SABIO_median,4.1.1.65,0,5.9,11.147,1905445.4113214316,
PSDai150,PSDai150,EC_class_4_SABIO_median,4.1.1.65,0,5.9,11.147,1905445.4113214316,
PSDai170,PSDai170,EC_class_4_SABIO_median,4.1.1.65,0,5.9,11.147,1905445.4113214316,
PSDi140,PSDi140,EC_class_4_SABIO_median,4.1.1.65,0,5.9,11.147,1905445.4113214316,
PSDi150,PSDi150,EC_class_4_SABIO_median,4.1.1.65,0,5.9,11.147,1905445.4113214316,
PSDi160,PSDi160,EC_class_4_SABIO_median,4.1.1.65,0,5.9,11.147,1905445.4113214316,
PSDi170,PSDi170,EC_class_4_SABIO_median,4.1.1.65,0,5.9,11.147,1905445.4113214316,
PSERT',PSERT',SABIO_RK_cache_median,2.6.1.52,1,1.75,42.178,149366.96856180948,
PSSA140,PSSA140,EC_class_2_SABIO_median,2.7.8.8,0,4.9,31.31,563398.2753114022,
PSSA150,PSSA150,EC_class_2_SABIO_median,2.7.8.8,0,4.9,31.31,563398.2753114022,
PSSA160,PSSA160,EC_class_2_SABIO_median,2.7.8.8,0,4.9,31.31,563398.2753114022,
PSSA161,PSSA161,EC_class_2_SABIO_median,2.7.8.8,0,4.9,31.31,563398.2753114022,
PSSAai150,PSSAai150,EC_class_2_SABIO_median,2.7.8.8,0,4.9,31.31,563398.2753114022,
PSSAai170,PSSAai170,EC_class_2_SABIO_median,2.7.8.8,0,4.9,31.31,563398.2753114022,
PSSAi140,PSSAi140,EC_class_2_SABIO_median,2.7.8.8,0,4.9,31.31,563398.2753114022,
PSSAi150,PSSAi150,EC_class_2_SABIO_median,2.7.8.8,0,4.9,31.31,563398.2753114022,
PSSAi160,PSSAi160,EC_class_2_SABIO_median,2.7.8.8,0,4.9,31.31,563398.2753114022,
PSSAi170,PSSAi170,EC_class_2_SABIO_median,2.7.8.8,0,4.9,31.31,563398.2753114022,
PTA2,PTA2,SABIO_RK_cache_median,2.3.1.8,8,1330.8,72.537,66047396.50109599,
PTAr,PTAr,SABIO_RK_cache_median,2.3.1.8,8,1330.8,72.537,66047396.50109599,
PTLACS_num1,PTLACS,EC_kcat_max_BRENDA,1.14.19.8,1,10.5,43.81,862816.7085140379,
PTPATi,PTPATi,SABIO_RK_cache_median,2.7.7.3,8,12.9,17.887,2596298.9880919103,
PTRCAT1,PTRCAT1,SABIO_RK_cache_median,2.3.1.57,1,9.0,18.466,1754575.977472111,
PTRCTA_num1,PTRCTA,EC_class_2_SABIO_median,2.6.1.82,0,4.9,43.128,409015.02504173625,
PTRCabc_num1,PTRCabc,global_default_no_ec,,0,65.0,41.272,5669703.430897461,
PU5PG,PU5PG,EC_kcat_max_BRENDA,4.2.1.70,1,0.00833,32.988,909.0578392142598,
PUNP4_num1,PUNP4,SABIO_RK_cache_median,2.4.2.1,4,56.0,28.338,7114122.37984332,
PUNP6_num1,PUNP6,SABIO_RK_cache_median,2.4.2.1,4,56.0,28.338,7114122.37984332,
PUNP7,PUNP7,SABIO_RK_cache_median,2.4.2.1,4,56.0,28.338,7114122.37984332,
PUTA3_num1,PUTA3,EC_kcat_max_BRENDA,1.2.1.88,1,25.0,59.015,1525036.0077946284,
PYAM5PO,PYAM5PO,EC_kcat_max_BRENDA,1.4.3.5,1,33.0,24.234,4902203.515721713,
PYDXOR_num1,PYDXOR,EC_class_1_SABIO_median,1.1.1.65,0,17.825000000000003,29.97,2141141.1411411413,
PYDXPS,PYDXPS,SABIO_RK_cache_median,3.5.1.2,13,22.0,55.403999999999996,1429499.6751137103,
PYK,PYK,SABIO_RK_cache_median,2.7.1.40,101,0.0005233333,51.301,36.72442798385996,
PYRS_num1,PYRS,EC_kcat_max_BRENDA,1.2.7.1,1,109.0,66.092,5937178.4784845365,
Piabc_num1,Piabc,global_default_no_ec,,0,65.0,144.325,1621340.7240602807,
QULNS,QULNS,EC_class_2_SABIO_median,2.5.1.72,0,4.9,65.533,269177.3610242168,
RAFGH,RAFGH,SABIO_RK_cache_median,3.2.1.22,5,3.9,59.079,237647.89519118468,
RBFK,RBFK,SABIO_RK_cache_median,2.7.1.26,3,0.443,33.233,47988.445220112546,
RBFSa,RBFSa,EC_kcat_max_BRENDA,2.5.1.78,1,0.076,30.681,8917.571135230273,
RBFSb,RBFSb,SABIO_RK_cache_median,2.5.1.9,1,0.008333333,21.404,1401.6071201644554,
RBK,RBK,EC_kcat_max_BRENDA,2.7.1.15,1,47.81,39.653,4340554.308627342,
REDS1,REDS1,SABIO_RK_cache_median,2.3.1.39,7,1.4,76.36,66003.14300680984,
REDS10_num1,REDS10,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,41.675,4059.98800239952,
REDS11_num1,REDS11,SABIO_RK_cache_median,1.1.1.100,2,4.0,47.597,302540.0760552136,
REDS13x,REDS13x,SABIO_RK_cache_median,1.3.1.9,5,1.62,26.726,218214.4727980244,
REDS13y,REDS13y,SABIO_RK_cache_median,1.3.1.10,5,0.2166667,26.726,29185.067724313405,
REDS14_num1,REDS14,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,41.675,4059.98800239952,
REDS15_num1,REDS15,SABIO_RK_cache_median,1.1.1.100,2,4.0,47.597,302540.0760552136,
REDS17x,REDS17x,SABIO_RK_cache_median,1.3.1.9,5,1.62,26.726,218214.4727980244,
REDS17y,REDS17y,SABIO_RK_cache_median,1.3.1.10,5,0.2166667,26.726,29185.067724313405,
REDS18_num1,REDS18,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,41.675,4059.98800239952,
REDS19_num1,REDS19,SABIO_RK_cache_median,1.1.1.100,2,4.0,47.597,302540.0760552136,
REDS2,REDS2,EC_kcat_max_BRENDA,2.3.1.180,1,47.1,68.806,2464319.972095457,
REDS21x,REDS21x,SABIO_RK_cache_median,1.3.1.9,5,1.62,26.726,218214.4727980244,
REDS21y,REDS21y,SABIO_RK_cache_median,1.3.1.10,5,0.2166667,26.726,29185.067724313405,
REDS22,REDS22,SABIO_RK_cache_median,2.4.2.1,4,56.0,28.338,7114122.37984332,
REDS23_num1,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,245.62,234.50859050565916,
REDS24_num1,REDS24,global_default_no_ec,,0,65.0,245.62,952691.1489292403,
REDS25_num1,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,245.62,688.8689846103738,
REDS26_num1,REDS26,global_default_no_ec,,0,65.0,245.62,952691.1489292403,
REDS27b,REDS27b,global_default_no_ec,,0,65.0,86.547,2703733.231654477,
REDS28,REDS28,global_default_no_ec,,0,65.0,53.388,4383007.417397168,
REDS29,REDS29,global_default_no_ec,,0,65.0,45.292,5166475.315729047,
REDS3_num1,REDS3,SABIO_RK_cache_median,1.1.1.100,2,4.0,47.597,302540.0760552136,
REDS30,REDS30,global_default_no_ec,,0,65.0,40.849,5728414.404269383,
REDS32,REDS32,SABIO_RK_cache_median,2.3.1.39,7,1.4,96.886,52019.89967590777,
REDS5x,REDS5x,SABIO_RK_cache_median,1.3.1.9,5,1.62,26.726,218214.4727980244,
REDS5y,REDS5y,SABIO_RK_cache_median,1.3.1.10,5,0.2166667,26.726,29185.067724313405,
REDS6_num1,REDS6,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,41.675,4059.98800239952,
REDS7_num1,REDS7,SABIO_RK_cache_median,1.1.1.100,2,4.0,47.597,302540.0760552136,
REDS9x,REDS9x,SABIO_RK_cache_median,1.3.1.9,5,1.62,26.726,218214.4727980244,
REDS9y,REDS9y,SABIO_RK_cache_median,1.3.1.10,5,0.2166667,26.726,29185.067724313405,
RIB1MPTS_num1,RIB1MPTS,EC_class_2_SABIO_median,2.7.8.37,0,4.9,36.83,478957.3717078469,
RIBabc_num1,RIBabc,global_default_no_ec,,0,65.0,43.213,5415037.141600907,
RMI,RMI,EC_kcat_max_BRENDA,5.3.1.14,1,3150.0,44.036,257516577.34580797,
RMK,RMK,EC_class_2_SABIO_median,2.7.1.5,0,4.9,52.003,339211.19935388345,
RMPA,RMPA,EC_kcat_max_BRENDA,4.1.2.19,1,38.3,71.779,1920896.0838128144,
RNDR1_num1,RNDR1,EC_kcat_max_BRENDA,1.17.4.1,1,12.9,83.925,553351.2064343164,
RNDR2_num1,RNDR2,EC_kcat_max_BRENDA,1.17.4.1,1,12.9,83.925,553351.2064343164,
RNDR3_num1,RNDR3,EC_kcat_max_BRENDA,1.17.4.1,1,12.9,83.925,553351.2064343164,
RNDR4_num1,RNDR4,EC_kcat_max_BRENDA,1.17.4.1,1,12.9,83.925,553351.2064343164,
RNDR5_num1,RNDR5,EC_kcat_max_BRENDA,1.17.4.1,1,12.9,70.658,657250.4175040335,
RNDR6_num1,RNDR6,EC_kcat_max_BRENDA,1.17.4.1,1,12.9,70.658,657250.4175040335,
RNDR7_num1,RNDR7,EC_kcat_max_BRENDA,1.17.4.1,1,12.9,70.658,657250.4175040335,
RNDR8_num1,RNDR8,EC_kcat_max_BRENDA,1.17.4.1,1,12.9,70.658,657250.4175040335,
RPE,RPE,SABIO_RK_cache_median,5.1.3.1,10,490.0,23.926,73727325.92159158,
RPI_num1,RPI,SABIO_RK_cache_median,5.3.1.6,8,60.5,16.463,13229666.524934702,
RZ5PP,RZ5PP,EC_class_3_SABIO_median,3.1.3.73,0,21.75,18.018,4345654.345654345,
S2FE2SR,S2FE2SR,iFX1172_AutoPACMEN_exact,,1,1326.3440904558042,168.36100000000002,28360717.30175572,
S2FE2SS,S2FE2SS,iFX1172_AutoPACMEN_exact,,1,1326.3440904558042,168.36100000000002,28360717.30175572,
S2FE2SS2,S2FE2SS2,iFX1172_AutoPACMEN_exact,,1,1326.3440904558042,168.36100000000002,28360717.30175572,
S2FE2ST,S2FE2ST,global_default_no_ec,,0,65.0,121.70000000000002,1922760.8874281016,
S4FE4SR,S4FE4SR,global_default_no_ec,,0,65.0,121.70000000000002,1922760.8874281016,
S4FE4ST,S4FE4ST,global_default_no_ec,,0,65.0,121.70000000000002,1922760.8874281016,
S7PI,S7PI,EC_kcat_max_BRENDA,5.3.1.28,1,33.1,23.859,4994341.757827234,
SADT_num1,SADT,SABIO_RK_cache_median,2.7.7.4,22,6.45,47.742,486364.2076159357,
SADT2_num1,SADT2,SABIO_RK_cache_median,2.7.7.4,22,6.45,47.742,486364.2076159357,
SAMP1MET_num1,SAMP1MET,EC_kcat_max_BRENDA,2.1.1.107,1,38.0,54.911,2491304.110287556,
SBP_1,SBP_1,SABIO_RK_cache_median,3.1.3.11,51,21.0,36.187,2089148.036587725,
SBTO,SBTO,global_default_no_ec,,0,65.0,45.428,5151008.18878225,
SCYSDS,SCYSDS,iFX1172_AutoPACMEN_exact,,1,1326.3440904558042,46.661,102330398.52641167,
SDPDS,SDPDS,SABIO_RK_cache_median,3.5.1.18,11,200.0,38.415,18742678.641155798,
SDPTA_num1,SDPTA,EC_kcat_max_BRENDA,2.6.1.17,1,24.0,43.692,1977478.7146388355,
SERD_L_num1,SERD_L,SABIO_RK_cache_median,4.3.1.17,3,10.0,42.11,854903.8233198766,
SERTRS,SERTRS,EC_kcat_max_BRENDA,6.1.1.11,1,13.7,47.652,1035003.7773860488,
SERabc_num1,SERabc,EC_kcat_max_BRENDA,3.4.21.89,1,999.0,23.74,151491154.17017692,
SHCHD2_num1,SHCHD2,EC_class_1_SABIO_median,1.3.1.76,0,17.825000000000003,42.227,1519643.8297771572,
SHCHF_num1,SHCHF,EC_class_4_SABIO_median,4.99.1.4,0,5.9,42.227,502995.7136429299,
SHK3Dr,SHK3Dr,SABIO_RK_cache_median,1.1.1.25,8,168.33335,135.064,4486762.275661909,
SHKK,SHKK,SABIO_RK_cache_median,2.7.1.71,4,39.5,59.848,2376019.2487635342,
SHSL1_num1,SHSL1,SABIO_RK_cache_median,2.5.1.48,10,17.745,40.055,1594857.0715266508,
SHSL2_num1,SHSL2,SABIO_RK_cache_median,2.5.1.48,10,17.745,40.055,1594857.0715266508,
SHSL4r_num1,SHSL4r,SABIO_RK_cache_median,2.5.1.48,10,17.745,40.055,1594857.0715266508,
SO4t2,SO4t2,global_default_no_ec,,0,65.0,52.002,4499826.929733472,
SORBDH_num1,SORBDH,global_default_no_ec,,0,65.0,39.058,5991090.173587997,
SPMS,SPMS,SABIO_RK_cache_median,2.5.1.16,4,1.335,56.181,85544.93512041437,
SPODM_num1,SPODM,EC_kcat_max_BRENDA,1.15.1.1,1,107000.0,15.337,25115733194.23616,
SPRMS,SPRMS,SABIO_RK_cache_median,2.5.1.16,4,1.335,56.181,85544.93512041437,
SSALx_num1,SSALx,EC_kcat_max_BRENDA,1.2.1.16,1,176.0,49.854,12709110.602960646,
SSALy_num1,SSALy,EC_kcat_max_BRENDA,1.2.1.16,1,176.0,49.854,12709110.602960646,
SSBUTDH,SSBUTDH,EC_kcat_max_BRENDA,1.1.1.76,1,1222.0,26.913,163460037.89989966,
STACHGALACT,STACHGALACT,SABIO_RK_cache_median,3.2.1.22,5,3.9,59.079,237647.89519118468,
SUCD3_num1,SUCD3,EC_class_1_SABIO_median,1.3.99.1,0,17.825000000000003,134.853,475851.4827256346,
SUCD9_num1,SUCD9,SABIO_RK_cache_median,1.3.5.1,26,230.0,98.702,8388887.763165893,
SUCOAGCT,SUCOAGCT,EC_class_2_SABIO_median,2.8.3.13,0,4.9,31.077,567622.3573704025,
SUCOAS_num1,SUCOAS,EC_kcat_max_BRENDA,6.2.1.5,1,999.0,71.344,50409284.59295806,
SUCR_num1,SUCR,SABIO_RK_cache_median,3.2.1.20,52,21.75,79.96,979239.6198099051,
SUFBCD4abc_num1,SUFBCD4abc,global_default_no_ec,,0,65.0,52.889,4424360.453024258,
SUFBCDabc_num1,SUFBCDabc,global_default_no_ec,,0,65.0,52.889,4424360.453024258,
SULFPDH,SULFPDH,global_default_no_ec,,0,65.0,27.24,8590308.370044053,
SULR_syn,SULR_syn,EC_kcat_max_BRENDA,1.8.7.1,1,243.0,63.44,13789407.31399748,
SULRi,SULRi,EC_kcat_max_BRENDA,1.8.1.2,1,999.0,63.44,56689785.624211855,
SULabc_num1,SULabc,global_default_no_ec,,0,65.0,29.716,7874545.699286579,
TALA,TALA,EC_kcat_max_BRENDA,2.2.1.2,1,999.0,40.776,88198940.55326661,
TALAb,TALAb,EC_kcat_max_BRENDA,2.2.1.2,1,999.0,40.776,88198940.55326661,
TAURabc_num1,TAURabc,global_default_no_ec,,0,65.0,42.001,5571295.921525679,
TDP,TDP,SABIO_RK_cache_median,3.6.1.15,18,1.49,21.895,244987.44005480703,
TDPGDH_num1,TDPGDH,SABIO_RK_cache_median,4.2.1.46,1,1.9,35.593,192172.61821144604,
TELUt_num1,TELUt,global_default_no_ec,,0,65.0,36.742,6368733.329704426,
TGBPA,TGBPA,EC_kcat_max_BRENDA,4.1.2.40,1,24.3,62.134,1407924.8076737374,
THCHDH,THCHDH,EC_class_3_SABIO_median,3.7.1.22,0,21.75,65.553,1194453.3430964258,
THDPLOR,THDPLOR,EC_kcat_max_BRENDA,1.17.1.8,1,999.0,27.005,133175337.90038882,
THDPS,THDPS,EC_kcat_max_BRENDA,2.3.1.117,1,0.22,32.958,24030.584380120155,
THFAT,THFAT,EC_kcat_max_BRENDA,2.1.2.10,1,20.9,39.79,1890927.3686855994,
THFGLUS,THFGLUS,EC_kcat_max_BRENDA,6.3.2.17,1,999.0,47.72,75364626.99077955,
THIORDXi_num1,THIORDXi,EC_kcat_max_BRENDA,1.11.1.24,1,54.7,30.397,6478270.881994934,
THMabc_num1,THMabc,global_default_no_ec,,0,65.0,36.279,6450012.403870007,
THMmfs,THMmfs,EC_kcat_max_BRENDA,6.3.4.19,1,0.07,34.574,7288.714062590387,
THPAT,THPAT,EC_class_2_SABIO_median,2.3.1.89,0,4.9,43.81,402647.797306551,
THRA2i_num1,THRA2i,EC_kcat_max_BRENDA,4.1.2.48,1,43.0,45.484,3403394.6002990063,
THRAi_num1,THRAi,EC_kcat_max_BRENDA,4.1.2.48,1,43.0,45.484,3403394.6002990063,
THRD_L_num1,THRD_L,SABIO_RK_cache_median,4.3.1.19,2,36.15,42.11,3090477.3213013536,
THRPDC,THRPDC,EC_class_4_SABIO_median,4.1.1.81,0,5.9,37.95,559683.7944664031,
THRS_num1,THRS,SABIO_RK_cache_median,4.2.3.1,4,0.469166665,44.672,37808.918203796566,
THRTRS_num1,THRTRS,SABIO_RK_cache_median,6.1.1.3,2,90.0,43.684,7416903.213991393,
THRt2_num1,THRt2,global_default_no_ec,,0,65.0,15.363,15231400.117164617,
THRt4,THRt4,global_default_no_ec,,0,65.0,129.128,1812155.3807075152,
THZPSN3,THZPSN3,global_default_no_ec,,0,65.0,47.028999999999996,4975653.320291735,
TKT1,TKT1,SABIO_RK_cache_median,2.2.1.1,3,0.0186,76.944,870.2432938240798,
TKT2,TKT2,SABIO_RK_cache_median,2.2.1.1,3,0.0186,76.944,870.2432938240798,
TKT2h,TKT2h,SABIO_RK_cache_median,2.2.1.1,3,0.0186,76.944,870.2432938240798,
TMDK1,TMDK1,SABIO_RK_cache_median,2.7.1.21,27,0.212,26.266,29056.575039975636,
TMDPP,TMDPP,EC_kcat_max_BRENDA,2.4.2.4,1,1770.0,43.8,145479452.05479452,
TMDSf,TMDSf,SABIO_RK_cache_median,2.1.1.45,35,2.1,32.002,236235.23529779387,
TMETMO,TMETMO,EC_kcat_max_BRENDA,1.14.13.148,1,1.01,52.565,69171.50194996671,
TMPK,TMPK,EC_kcat_max_BRENDA,2.7.4.16,1,0.063,33.418,6786.761625471303,
TMPPP,TMPPP,EC_kcat_max_BRENDA,2.5.1.3,1,999.0,56.896,63210067.49156355,
TPI,TPI,SABIO_RK_cache_median,5.3.1.1,68,1601.3335,28.039,205599365.16994184,
TPPt,TPPt,global_default_no_ec,,0,65.0,41.683,5613799.390638869,
TRDR_num1,TRDR,SABIO_RK_cache_median,1.8.1.9,44,3.35,47.05499999999999,256295.82403570294,
TRE6PH_num1,TRE6PH,EC_kcat_max_BRENDA,3.2.1.93,1,46.7,60.236,2791021.9802111695,
TRE6PP,TRE6PP,EC_kcat_max_BRENDA,3.1.3.12,1,24.0,30.287,2852709.0831049625,
TRE6PPP,TRE6PPP,EC_class_2_SABIO_median,2.4.1.216,0,4.9,51.89,339949.8940065523,
TRE6PS,TRE6PS,EC_kcat_max_BRENDA,2.4.1.15,1,999.0,52.174,68930885.11519147,
TREPP_num1,TREPP,EC_kcat_max_BRENDA,2.4.1.64,1,660.0,89.016,26691830.68212456,
TREabc_num1,TREabc,global_default_no_ec,,0,65.0,171.23,1366582.9585937045,
TRPO2_num1,TRPO2,EC_kcat_max_BRENDA,1.13.11.11,1,1071.0,33.856,113882325.14177693,
TRPS1,TRPS1,SABIO_RK_cache_median,4.2.1.20,15,4.14,70.581,211161.644068517,
TRPS2,TRPS2,SABIO_RK_cache_median,4.2.1.20,15,4.14,70.581,211161.644068517,
TRPS3,TRPS3,SABIO_RK_cache_median,4.2.1.20,15,4.14,70.581,211161.644068517,
TRPTRS,TRPTRS,SABIO_RK_cache_median,6.1.1.2,12,0.9,37.146,87223.38879017929,
TRPt2r,TRPt2r,global_default_no_ec,,0,65.0,52.629,4446217.864675369,
TRYPYRAT_num1,TRYPYRAT,EC_class_2_SABIO_median,2.6.1.99,0,4.9,39.513,446435.3503910106,
TUNGSabc_num1,TUNGSabc,global_default_no_ec,,0,65.0,38.6,6062176.165803108,
TYRL,TYRL,EC_class_2_SABIO_median,2.8.1.10,0,4.9,26.894,655908.3810515357,
TYRTA_num1,TYRTA,SABIO_RK_cache_median,2.6.1.9,4,0.02875,39.513,2619.391086477868,
TYRTRS,TYRTRS,SABIO_RK_cache_median,6.1.1.1,20,0.065,47.335,4943.487905355445,
TYRt2r,TYRt2r,global_default_no_ec,,0,65.0,52.629,4446217.864675369,
UAAGDS,UAAGDS,EC_kcat_max_BRENDA,6.3.2.13,1,8.83,52.096,610181.2039312039,
UAAGLS2,UAAGLS2,SABIO_RK_cache_median,6.3.2.7,3,9.0,52.096,621928.7469287469,
UAGCVT,UAGCVT,SABIO_RK_cache_median,2.5.1.7,4,0.77,48.596,57041.731829780234,
UAGDP,UAGDP,SABIO_RK_cache_median,2.7.7.23,12,137.0,52.744,9350826.634309115,
UAGPT3,UAGPT3,SABIO_RK_cache_median,2.4.1.227,2,0.7166667,39.52,65283.403846153844,
UAMAGS2,UAMAGS2,SABIO_RK_cache_median,6.3.2.9,10,1.816667,37.471,174535.00573777055,
UAMAS,UAMAS,SABIO_RK_cache_median,6.3.2.8,4,11.25,54.36,745033.1125827815,
UAPGR,UAPGR,EC_class_1_SABIO_median,1.3.1.98,0,17.825000000000003,38.586,1663038.407712642,
UDCPDP_num1,UDCPDP,EC_kcat_max_BRENDA,3.6.1.27,1,290.0,35.802,29160382.101558574,
UDCPDPS,UDCPDPS,SABIO_RK_cache_median,2.5.1.31,4,2.5,30.024,299760.1918465228,
UDPAMALA,UDPAMALA,SABIO_RK_cache_median,6.3.2.10,5,9.166667,48.263,683753.6249300707,
UDPG4E_num1,UDPG4E,SABIO_RK_cache_median,5.1.3.2,20,27.0,34.951,2781036.307974021,
UDPGD,UDPGD,SABIO_RK_cache_median,1.1.1.22,16,1.8599999999999999,50.985,131332.74492497795,
UDPGDC,UDPGDC,EC_kcat_max_BRENDA,1.1.1.305,1,0.32,35.013,32902.06494730529,
UGLT,UGLT,SABIO_RK_cache_median,2.7.7.12,1,62.0,40.12,5563310.069790629,
UGMDDS,UGMDDS,SABIO_RK_cache_median,6.3.2.10,5,9.166667,48.263,683753.6249300707,
ULA4NFT,ULA4NFT,EC_class_2_SABIO_median,2.1.2.13,0,4.9,35.013,503812.86950561224,
UM4PCP,UM4PCP,global_default_no_ec,,0,65.0,32.3,7244582.043343654,
UMPK,UMPK,EC_kcat_max_BRENDA,2.7.4.22,1,545.2,27.163,72257114.457166,
UNDEGLCT,UNDEGLCT,global_default_no_ec,,0,65.0,36.239,6457131.8193106875,
UPP1S_num1,UPP1S,EC_kcat_max_BRENDA,4.2.1.75,1,890.0,54.911,58348964.68831381,
UPP3MT_num1,UPP3MT,EC_kcat_max_BRENDA,2.1.1.107,1,38.0,54.911,2491304.110287556,
UPP3MT1_num1,UPP3MT1,EC_kcat_max_BRENDA,2.1.1.107,1,38.0,54.911,2491304.110287556,
UPP3S_num1,UPP3S,EC_kcat_max_BRENDA,4.2.1.75,1,890.0,54.911,58348964.68831381,
UPPDC1,UPPDC1,EC_kcat_max_BRENDA,4.1.1.37,1,999.0,39.214,91712143.62217575,
UPPDC2,UPPDC2,EC_kcat_max_BRENDA,4.1.1.37,1,999.0,39.214,91712143.62217575,
UPPRT_num1,UPPRT,SABIO_RK_cache_median,2.4.2.9,3,0.024,22.574,3827.4120669797107,
URAt2,URAt2,global_default_no_ec,,0,65.0,45.463,5147042.650067087,
URCN,URCN,EC_class_4_SABIO_median,4.2.1.49,0,5.9,59.146,359111.35157068947,
UREA_num1,UREA,SABIO_RK_cache_median,3.5.1.5,2,2868.3334999999997,136.562,75614011.21834768,
UREAt,UREAt,global_default_no_ec,,0,65.0,23.134,10114982.277167805,
URECARB,URECARB,SABIO_RK_cache_median,6.3.4.6,3,40.3,29.286,4953902.888752305,
URGLYUS,URGLYUS,SABIO_RK_cache_median,4.3.2.3,1,0.01758333,30.017,2108.804610720592,
URHYD,URHYD,EC_kcat_max_BRENDA,1.14.13.113,1,42.0,14.253,10608292.990949273,
URIK1,URIK1,EC_kcat_max_BRENDA,2.7.1.48,1,3.2,22.213,518615.2253185072,
URIK2,URIK2,EC_kcat_max_BRENDA,2.7.1.48,1,3.2,22.213,518615.2253185072,
URO,URO,SABIO_RK_cache_median,1.7.3.3,1,3.26,31.764,369474.8772194938,
URO3MET_num1,URO3MET,global_default_no_ec,,0,65.0,54.911,4261441.241281346,
VALDHr,VALDHr,EC_kcat_max_BRENDA,1.4.1.23,1,226.0,38.182,21308469.95966686,
VALTA_num1,VALTA,SABIO_RK_cache_median,2.6.1.42,4,190.0,39.568,17286696.320258796,
VALTRS,VALTRS,SABIO_RK_cache_median,6.1.1.9,16,1.6,97.029,59363.69539003803,
VALabc_num1,VALabc,global_default_no_ec,,0,65.0,31.305,7474844.274077623,
VNDH_2_num1,VNDH_2,EC_class_1_SABIO_median,1.2.1.64,0,17.825000000000003,53.275,1204504.9272641954,
WCOS_num1,WCOS,EC_kcat_max_BRENDA,2.10.1.1,1,2.5,43.224,208217.6568573015,
XAND,XAND,SABIO_RK_cache_median,1.17.1.4,1,108.0,72.745,5344697.2300501745,
XPPT,XPPT,SABIO_RK_cache_median,2.4.2.8,24,6.835,21.003,1171546.9218683045,
XTSNH,XTSNH,EC_kcat_max_BRENDA,3.2.2.1,1,62.0,46.374,4813041.790658559,
XYLI1,XYLI1,SABIO_RK_cache_median,5.3.1.5,129,1.43,43.127,119368.37711874231,
XYLI2,XYLI2,SABIO_RK_cache_median,5.3.1.5,129,1.43,43.127,119368.37711874231,
XYLK,XYLK,SABIO_RK_cache_median,2.7.1.17,1,35.0,48.987,2572110.9682160574,
XYLLAC,XYLLAC,global_default_no_ec,,0,65.0,30.043,7788836.001730853,
XYLTO,XYLTO,EC_kcat_max_BRENDA,1.1.3.41,1,17.0,45.428,1347186.7570661267,
ZCARDS,ZCARDS,global_default_no_ec,,0,65.0,53.55,4369747.899159664,
ZCAROTDH2,ZCAROTDH2,EC_class_1_SABIO_median,1.3.5.6,0,17.825000000000003,53.55,1198319.3277310927,
ZN2t3_num1,ZN2t3,global_default_no_ec,,0,65.0,34.756,6732650.477615376,
ZNabc_num1,ZNabc,global_default_no_ec,,0,65.0,102.583,2281079.7110632365,
r0120,r0120,SABIO_RK_cache_median,3.5.4.16,1,43.21667,25.734,6045698.764280718,
r0163,r0163,EC_class_1_SABIO_median,1.4.3.6,0,17.825000000000003,138.965,461770.9495196633,
r0686,r0686,EC_kcat_max_BRENDA,1.2.1.88,1,25.0,59.088,1523151.9090170593,
r0708,r0708,SABIO_RK_cache_median,3.5.4.16,1,43.21667,25.734,6045698.764280718,
r0775,r0775,SABIO_RK_cache_median,3.5.4.16,1,43.21667,25.734,6045698.764280718,
r0777,r0777,SABIO_RK_cache_median,3.5.4.16,1,43.21667,25.734,6045698.764280718,
r_0001,r_0001,global_default_no_ec,,0,65.0,16.173,14468558.708959378,
r_0002,r_0002,global_default_no_ec,,0,65.0,28.451,8224666.971283962,
r_0003,r_0003,global_default_no_ec,,0,65.0,33.261,7035266.5283665545,
r_0004,r_0004,global_default_no_ec,,0,65.0,49.816,4697286.012526096,
r_0005_num1,r_0005,global_default_no_ec,,0,65.0,46.877,4991787.0170872705,
r_0006_num1,r_0006,global_default_no_ec,,0,65.0,27.98,8363116.511794139,
r_0007,r_0007,global_default_no_ec,,0,65.0,35.593,6574326.412496839,
r_0008,r_0008,global_default_no_ec,,0,65.0,34.526,6777501.0137287835,
