reaction,base_reaction,data_type,ec_code,kcat_evidence_count,kcat,MW,kcat_MW,missing_mass_genes
ACACT1r_num3,ACACT1r,SABIO_RK_cache_median,2.3.1.9,15,174.0,40.763,15366876.824571304,
ACACT1r_num4,ACACT1r,SABIO_RK_cache_median,2.3.1.9,15,174.0,40.69,15394445.809781274,
ACACT1r_num5,ACACT1r,SABIO_RK_cache_median,2.3.1.9,15,174.0,41.648,15040338.071456011,
ACACT1r_num6,ACACT1r,SABIO_RK_cache_median,2.3.1.9,15,174.0,41.477,15102345.878438653,
ACACT2r_num2,ACACT2r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.763,9184799.941123078,
ACACT2r_num3,ACACT2r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.69,9201277.955271566,
ACACT2r_num4,ACACT2r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.931,8928954.71131144,
ACACT2r_num5,ACACT2r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.648,8989627.353054168,
ACACT2r_num6,ACACT2r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.477,9026689.490561035,
ACACT3r_num2,ACACT3r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.763,9184799.941123078,
ACACT3r_num3,ACACT3r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.69,9201277.955271566,
ACACT3r_num4,ACACT3r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.931,8928954.71131144,
ACACT3r_num5,ACACT3r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.648,8989627.353054168,
ACACT3r_num6,ACACT3r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.477,9026689.490561035,
ACACT4r_num2,ACACT4r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.763,9184799.941123078,
ACACT4r_num3,ACACT4r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.69,9201277.955271566,
ACACT4r_num4,ACACT4r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.931,8928954.71131144,
ACACT4r_num5,ACACT4r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.648,8989627.353054168,
ACACT4r_num6,ACACT4r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.477,9026689.490561035,
ACACT5r_num2,ACACT5r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.763,9184799.941123078,
ACACT5r_num3,ACACT5r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.69,9201277.955271566,
ACACT5r_num4,ACACT5r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.931,8928954.71131144,
ACACT5r_num5,ACACT5r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.648,8989627.353054168,
ACACT5r_num6,ACACT5r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.477,9026689.490561035,
ACACT6r_num2,ACACT6r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.763,9184799.941123078,
ACACT6r_num3,ACACT6r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.69,9201277.955271566,
ACACT6r_num4,ACACT6r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.931,8928954.71131144,
ACACT6r_num5,ACACT6r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.648,8989627.353054168,
ACACT6r_num6,ACACT6r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.477,9026689.490561035,
ACACT7r_num2,ACACT7r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.763,9184799.941123078,
ACACT7r_num3,ACACT7r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.69,9201277.955271566,
ACACT7r_num4,ACACT7r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.931,8928954.71131144,
ACACT7r_num5,ACACT7r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.648,8989627.353054168,
ACACT7r_num6,ACACT7r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.477,9026689.490561035,
ACACT8r_num2,ACACT8r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.763,9184799.941123078,
ACACT8r_num3,ACACT8r,SABIO_RK_cache_median,2.3.1.16,1,104.0,40.69,9201277.955271566,
ACACT8r_num4,ACACT8r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.931,8928954.71131144,
ACACT8r_num5,ACACT8r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.648,8989627.353054168,
ACACT8r_num6,ACACT8r,SABIO_RK_cache_median,2.3.1.16,1,104.0,41.477,9026689.490561035,
ACCOAC_num2,ACCOAC,SABIO_RK_cache_median,6.4.1.2,10,11.6,47.185,885027.0212991416,
ACCOAC_num3,ACCOAC,SABIO_RK_cache_median,6.4.1.2,10,11.6,69.118,604184.1488468995,
ACCOAC_1_num2,ACCOAC_1,SABIO_RK_cache_median,6.4.1.2,10,11.6,47.185,885027.0212991416,
ACCOAC_1_num3,ACCOAC_1,SABIO_RK_cache_median,6.4.1.2,10,11.6,69.118,604184.1488468995,
ACCOAC_1_num5,ACCOAC_1,SABIO_RK_cache_median,6.4.1.2,10,11.6,47.185,885027.0212991416,
ACCOAC_1_num6,ACCOAC_1,SABIO_RK_cache_median,6.4.1.2,10,11.6,69.118,604184.1488468995,
ACGS_num2,ACGS,SABIO_RK_cache_median,2.3.1.1,3,3.333333,39.371,304792.8373676056,
ACOAD1f_num2,ACOAD1f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,45.843,1032654.9309600155,
ACOAD1f_num3,ACOAD1f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,41.24,1147914.6459747816,
ACOAD1f_num4,ACOAD1f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,42.229,1121030.571408274,
ACOAD2f_num2,ACOAD2f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,45.843,1032654.9309600155,
ACOAD2f_num3,ACOAD2f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,41.24,1147914.6459747816,
ACOAD2f_num4,ACOAD2f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,42.229,1121030.571408274,
ACOAD3f_num2,ACOAD3f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,45.843,1032654.9309600155,
ACOAD3f_num3,ACOAD3f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,41.24,1147914.6459747816,
ACOAD3f_num4,ACOAD3f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,42.229,1121030.571408274,
ACOAD4f_num2,ACOAD4f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,45.843,1032654.9309600155,
ACOAD4f_num3,ACOAD4f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,41.24,1147914.6459747816,
ACOAD4f_num4,ACOAD4f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,42.229,1121030.571408274,
ACOAD5f_num2,ACOAD5f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,45.843,1032654.9309600155,
ACOAD5f_num3,ACOAD5f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,41.24,1147914.6459747816,
ACOAD5f_num4,ACOAD5f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,42.229,1121030.571408274,
ACOAD6f_num2,ACOAD6f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,45.843,1032654.9309600155,
ACOAD6f_num3,ACOAD6f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,41.24,1147914.6459747816,
ACOAD6f_num4,ACOAD6f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,42.229,1121030.571408274,
ACOAD7f_num2,ACOAD7f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,45.843,1032654.9309600155,
ACOAD7f_num3,ACOAD7f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,41.24,1147914.6459747816,
ACOAD7f_num4,ACOAD7f,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,42.229,1121030.571408274,
ACOAD8f_num2,ACOAD8f,EC_class_1_SABIO_median,1.3.99.3,0,17.825000000000003,45.843,1399777.5014724168,
ACOAD8f_num3,ACOAD8f,EC_class_1_SABIO_median,1.3.99.3,0,17.825000000000003,41.24,1556013.5790494666,
ACOAD8f_num4,ACOAD8f,EC_class_1_SABIO_median,1.3.99.3,0,17.825000000000003,42.229,1519571.85820171,
ACOAD9_num2,ACOAD9,SABIO_RK_cache_median,1.3.99.12,1,1.77,41.758,152593.51501508692,
ACOAD9_num3,ACOAD9,SABIO_RK_cache_median,1.3.99.12,1,1.77,40.25,158310.55900621117,
ACOADH1_num2,ACOADH1,EC_class_1_SABIO_median,1.3.99.2,0,17.825000000000003,41.758,1536711.528329901,
ACOADH1_num3,ACOADH1,EC_class_1_SABIO_median,1.3.99.2,0,17.825000000000003,40.25,1594285.7142857146,
ACON6LAT_num2,ACON6LAT,EC_kcat_max_BRENDA,2.3.1.12,1,2.4,47.969,180116.32512664428,
ACOTA_num2,ACOTA,SABIO_RK_cache_median,2.6.1.11,2,1.185,41.306,103277.97414419214,
ACTS2_num3,ACTS2,EC_kcat_max_BRENDA,2.3.1.180,1,47.1,42.698,3971146.1895170733,
ACTS3_num3,ACTS3,global_default_no_ec,,0,65.0,42.698,5480350.367698722,
ACTS4_num3,ACTS4,global_default_no_ec,,0,65.0,42.698,5480350.367698722,
ACTS5_num3,ACTS5,global_default_no_ec,,0,65.0,42.698,5480350.367698722,
ACTS6_num3,ACTS6,global_default_no_ec,,0,65.0,42.698,5480350.367698722,
ACTS7_num3,ACTS7,global_default_no_ec,,0,65.0,42.698,5480350.367698722,
ACTS8_num3,ACTS8,global_default_no_ec,,0,65.0,42.698,5480350.367698722,
ACTS9_num3,ACTS9,global_default_no_ec,,0,65.0,42.698,5480350.367698722,
ACTabc_num2,ACTabc,global_default_no_ec,,0,65.0,58.907,3972363.216595651,
ACTabc_num3,ACTabc,global_default_no_ec,,0,65.0,66.276,3530689.842476915,
ACTabc_num4,ACTabc,global_default_no_ec,,0,65.0,64.786,3611891.458031056,
ACTabc_num5,ACTabc,global_default_no_ec,,0,65.0,71.268,3283381.040579222,
ACTabc_num6,ACTabc,global_default_no_ec,,0,65.0,65.616,3566203.3650329188,
ACTabc_num7,ACTabc,global_default_no_ec,,0,65.0,58.918,3971621.5757493465,
ACTt_num2,ACTt,global_default_no_ec,,0,65.0,130.35999999999999,1795029.1500460266,
ACTt_num3,ACTt,global_default_no_ec,,0,65.0,134.402,1741045.5201559502,
ADA_num2,ADA,EC_kcat_max_BRENDA,3.5.4.4,1,180.0,39.792,16284680.337756332,
ADA_num3,ADA,EC_kcat_max_BRENDA,3.5.4.4,1,180.0,37.06,17485159.201295197,
AGPAT120_num2,AGPAT120,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPAT120_num3,AGPAT120,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPAT140_num2,AGPAT140,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPAT140_num3,AGPAT140,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPAT141_num2,AGPAT141,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPAT141_num3,AGPAT141,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPAT150_num2,AGPAT150,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPAT150_num3,AGPAT150,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPAT160_num2,AGPAT160,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPAT160_num3,AGPAT160,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPAT161_num2,AGPAT161,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPAT161_num3,AGPAT161,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPAT170_num2,AGPAT170,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPAT170_num3,AGPAT170,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPAT180_num2,AGPAT180,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPAT180_num3,AGPAT180,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPAT181_num2,AGPAT181,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPAT181_num3,AGPAT181,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPATai150_num2,AGPATai150,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPATai150_num3,AGPATai150,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPATai170_num2,AGPATai170,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPATai170_num3,AGPATai170,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPATi140_num2,AGPATi140,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPATi140_num3,AGPATi140,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPATi150_num2,AGPATi150,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPATi150_num3,AGPATi150,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPATi160_num2,AGPATi160,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPATi160_num3,AGPATi160,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPATi170_num2,AGPATi170,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPATi170_num3,AGPATi170,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AGPATi180_num2,AGPATi180,EC_class_2_SABIO_median,2.3.1.51,0,4.9,24.034,733960.2230173921,
AGPATi180_num3,AGPATi180,EC_class_2_SABIO_median,2.3.1.51,0,4.9,25.19,700277.8880508138,
AHSERL2_num2,AHSERL2,EC_class_2_SABIO_median,2.5.1.49,0,4.9,40.364,437023.08988207317,
AHSERL2_num3,AHSERL2,EC_class_2_SABIO_median,2.5.1.49,0,4.9,40.327,437424.0583232078,
AKGDH_num2,AKGDH,global_default_no_ec,,0,65.0,251.399,930791.2919303577,
AKGt2r_num2,AKGt2r,global_default_no_ec,,0,65.0,58.369,4008977.3681234904,
AKP1_num2,AKP1,SABIO_RK_cache_median,3.1.3.1,24,44.4,58.356,2739049.9691548427,
ALAALAabc_num2,ALAALAabc,global_default_no_ec,,0,65.0,40.381,5794804.487258859,
ALAALAabc_num3,ALAALAabc,global_default_no_ec,,0,65.0,37.641,6216625.488164502,
ALAALAabc_num4,ALAALAabc,global_default_no_ec,,0,65.0,37.056,6314766.839378239,
ALAALAabc_num5,ALAALAabc,global_default_no_ec,,0,65.0,40.179,5823937.877995968,
ALAALAabc_num6,ALAALAabc,global_default_no_ec,,0,65.0,38.833,6025802.796590529,
ALAALAabc_num7,ALAALAabc,global_default_no_ec,,0,65.0,38.014,6155626.874309464,
ALAALAabc_num8,ALAALAabc,global_default_no_ec,,0,65.0,37.642,6216460.336857765,
ALAALAabc_num9,ALAALAabc,global_default_no_ec,,0,65.0,57.179,4092411.549694818,
ALAALAabc_num10,ALAALAabc,global_default_no_ec,,0,65.0,64.455,3630439.8417500583,
ALAALAabc_num11,ALAALAabc,global_default_no_ec,,0,65.0,36.675,6380368.09815951,
ALAALAabc_num12,ALAALAabc,global_default_no_ec,,0,65.0,36.285,6448945.845390658,
ALAALAabc_num14,ALAALAabc,global_default_no_ec,,0,65.0,36.83,6353516.155308173,
ALAALAabc_num15,ALAALAabc,global_default_no_ec,,0,65.0,40.381,5794804.487258859,
ALAALAabc_num16,ALAALAabc,global_default_no_ec,,0,65.0,37.641,6216625.488164502,
ALAALAabc_num17,ALAALAabc,global_default_no_ec,,0,65.0,37.056,6314766.839378239,
ALAALAabc_num18,ALAALAabc,global_default_no_ec,,0,65.0,40.179,5823937.877995968,
ALAALAabc_num19,ALAALAabc,global_default_no_ec,,0,65.0,38.833,6025802.796590529,
ALAALAabc_num20,ALAALAabc,global_default_no_ec,,0,65.0,38.014,6155626.874309464,
ALAALAabc_num21,ALAALAabc,global_default_no_ec,,0,65.0,57.179,4092411.549694818,
ALAALAabc_num22,ALAALAabc,global_default_no_ec,,0,65.0,64.455,3630439.8417500583,
ALAALAabc_num23,ALAALAabc,global_default_no_ec,,0,65.0,60.771,3850520.8076220565,
ALAALAabc_num24,ALAALAabc,global_default_no_ec,,0,65.0,37.179,6293875.574921326,
ALAALAabc_num25,ALAALAabc,global_default_no_ec,,0,65.0,36.675,6380368.09815951,
ALAALAabc_num26,ALAALAabc,global_default_no_ec,,0,65.0,35.176,6652262.906527177,
ALAALAabc_num27,ALAALAabc,global_default_no_ec,,0,65.0,36.285,6448945.845390658,
ALAALAabc_num29,ALAALAabc,global_default_no_ec,,0,65.0,37.641,6216625.488164502,
ALAALAabc_num30,ALAALAabc,global_default_no_ec,,0,65.0,37.056,6314766.839378239,
ALAALAabc_num31,ALAALAabc,global_default_no_ec,,0,65.0,40.179,5823937.877995968,
ALAALAabc_num32,ALAALAabc,global_default_no_ec,,0,65.0,38.833,6025802.796590529,
ALAALAabc_num33,ALAALAabc,global_default_no_ec,,0,65.0,38.014,6155626.874309464,
ALAALAabc_num34,ALAALAabc,global_default_no_ec,,0,65.0,37.642,6216460.336857765,
ALAALAabc_num35,ALAALAabc,global_default_no_ec,,0,65.0,57.179,4092411.549694818,
ALAALAabc_num36,ALAALAabc,global_default_no_ec,,0,65.0,64.455,3630439.8417500583,
ALAALAabc_num37,ALAALAabc,global_default_no_ec,,0,65.0,60.771,3850520.8076220565,
ALAALAabc_num38,ALAALAabc,global_default_no_ec,,0,65.0,37.179,6293875.574921326,
ALAALAabc_num39,ALAALAabc,global_default_no_ec,,0,65.0,36.675,6380368.09815951,
ALAALAabc_num40,ALAALAabc,global_default_no_ec,,0,65.0,36.285,6448945.845390658,
ALAALAabc_num42,ALAALAabc,global_default_no_ec,,0,65.0,40.381,5794804.487258859,
ALAALAabc_num43,ALAALAabc,global_default_no_ec,,0,65.0,37.056,6314766.839378239,
ALAALAabc_num44,ALAALAabc,global_default_no_ec,,0,65.0,38.833,6025802.796590529,
ALAALAabc_num45,ALAALAabc,global_default_no_ec,,0,65.0,38.014,6155626.874309464,
ALAALAabc_num46,ALAALAabc,global_default_no_ec,,0,65.0,37.642,6216460.336857765,
ALAALAabc_num47,ALAALAabc,global_default_no_ec,,0,65.0,64.455,3630439.8417500583,
ALAALAabc_num48,ALAALAabc,global_default_no_ec,,0,65.0,37.179,6293875.574921326,
ALAALAabc_num50,ALAALAabc,global_default_no_ec,,0,65.0,40.381,5794804.487258859,
ALAALAabc_num51,ALAALAabc,global_default_no_ec,,0,65.0,37.641,6216625.488164502,
ALAALAabc_num52,ALAALAabc,global_default_no_ec,,0,65.0,37.056,6314766.839378239,
ALAALAabc_num53,ALAALAabc,global_default_no_ec,,0,65.0,40.179,5823937.877995968,
ALAALAabc_num54,ALAALAabc,global_default_no_ec,,0,65.0,38.833,6025802.796590529,
ALAALAabc_num55,ALAALAabc,global_default_no_ec,,0,65.0,38.014,6155626.874309464,
ALAALAabc_num56,ALAALAabc,global_default_no_ec,,0,65.0,37.642,6216460.336857765,
ALAALAabc_num57,ALAALAabc,global_default_no_ec,,0,65.0,64.455,3630439.8417500583,
ALAALAabc_num58,ALAALAabc,global_default_no_ec,,0,65.0,37.179,6293875.574921326,
ALAALAabc_num59,ALAALAabc,global_default_no_ec,,0,65.0,36.675,6380368.09815951,
ALAALAabc_num60,ALAALAabc,global_default_no_ec,,0,65.0,36.285,6448945.845390658,
ALATA_D2_num2,ALATA_D2,SABIO_RK_cache_median,2.1.2.1,49,3.368333,51.349,236148.68449239517,
ALATA_L2_num2,ALATA_L2,SABIO_RK_cache_median,2.1.2.1,49,3.368333,51.349,236148.68449239517,
ALAabc_num2,ALAabc,global_default_no_ec,,0,65.0,31.147,7512762.06376216,
ALAabc_num3,ALAabc,global_default_no_ec,,0,65.0,27.527,8500744.723362517,
ALAabc_num5,ALAabc,global_default_no_ec,,0,65.0,31.305,7474844.274077623,
ALAabc_num7,ALAabc,global_default_no_ec,,0,65.0,25.554,9157079.12655553,
ALAabc_num8,ALAabc,global_default_no_ec,,0,65.0,24.897,9398722.73767924,
ALAabc_num9,ALAabc,global_default_no_ec,,0,65.0,25.946,9018731.210976643,
ALAabc_num11,ALAabc,global_default_no_ec,,0,65.0,26.232,8920402.561756633,
ALAabc_num13,ALAabc,global_default_no_ec,,0,65.0,25.946,9018731.210976643,
ALAabc_num14,ALAabc,global_default_no_ec,,0,65.0,25.65,9122807.01754386,
ALCD19_num2,ALCD19,EC_kcat_max_BRENDA,1.1.1.72,1,57.2,33.424,6160842.508377214,
ALCD2s_num2,ALCD2s,SABIO_RK_cache_median,1.11.1.6,45,260000.0,82.688,11319659442.724459,
ALCD2x_num2,ALCD2x,SABIO_RK_cache_median,1.1.1.1,457,2.166667,33.424,233365.2824317855,
ALCD2x_num3,ALCD2x,SABIO_RK_cache_median,1.1.1.1,457,2.166667,36.348,214592.3076923077,
ALCD2x_num4,ALCD2x,SABIO_RK_cache_median,1.1.1.1,457,2.166667,37.591,207496.5071426671,
ALDD19xr_num2,ALDD19xr,EC_kcat_max_BRENDA,1.2.1.39,1,96.8,49.352,7061112.01167126,
ALDD19xr_num3,ALDD19xr,EC_kcat_max_BRENDA,1.2.1.39,1,96.8,50.241,6936167.671821819,
ALDD19xr_num4,ALDD19xr,EC_kcat_max_BRENDA,1.2.1.39,1,96.8,50.364,6919228.020014296,
ALDD2x_num2,ALDD2x,SABIO_RK_cache_median,1.2.1.3,123,2.133333,54.591,140682.50810573171,
ALDD2x_num3,ALDD2x,SABIO_RK_cache_median,1.2.1.3,123,2.133333,51.12,150234.71830985916,
ALDD2x_num4,ALDD2x,SABIO_RK_cache_median,1.2.1.3,123,2.133333,49.352,155616.7693305236,
ALDD2x_num5,ALDD2x,SABIO_RK_cache_median,1.2.1.3,123,2.133333,50.241,152863.17549411836,
ALDD2x_num6,ALDD2x,SABIO_RK_cache_median,1.2.1.3,123,2.133333,50.364,152489.84989278056,
ALDH_num2,ALDH,SABIO_RK_cache_median,1.2.1.3,123,2.133333,54.591,140682.50810573171,
ALDH_num3,ALDH,SABIO_RK_cache_median,1.2.1.3,123,2.133333,51.12,150234.71830985916,
ALDH_num4,ALDH,SABIO_RK_cache_median,1.2.1.3,123,2.133333,49.352,155616.7693305236,
ALDH_num5,ALDH,SABIO_RK_cache_median,1.2.1.3,123,2.133333,50.241,152863.17549411836,
ALDH_num6,ALDH,SABIO_RK_cache_median,1.2.1.3,123,2.133333,50.364,152489.84989278056,
AMPTASECG_num2,AMPTASECG,SABIO_RK_cache_median,3.4.11.1,34,92.841665,94.398,3540646.9840462725,
AMPTASECG_num3,AMPTASECG,SABIO_RK_cache_median,3.4.11.1,34,92.841665,90.65,3687037.992277992,
AMPTASECG_num4,AMPTASECG,SABIO_RK_cache_median,3.4.11.1,34,92.841665,53.028,6302896.469789545,
AMPTASEPG_num2,AMPTASEPG,SABIO_RK_cache_median,3.4.11.2,2,27.0,90.65,1072255.9293987865,
ANS_num2,ANS,SABIO_RK_cache_median,4.1.3.27,3,3.7,54.859,242804.28006343535,
ANS_num3,ANS,SABIO_RK_cache_median,4.1.3.27,3,3.7,67.699,196753.2755284421,
ARBabc_num2,ARBabc,global_default_no_ec,,0,65.0,56.257,4159482.3755266014,
ARBabc_num3,ARBabc,global_default_no_ec,,0,65.0,55.786,4194600.795898613,
ARBabc_num4,ARBabc,global_default_no_ec,,0,65.0,58.799,3979659.518019014,
ARBabc_num5,ARBabc,EC_class_7_SABIO_median,7.6.2.13,0,0.008333333,55.083,544.6326234954523,
ARBabc_num6,ARBabc,global_default_no_ec,,0,65.0,56.257,4159482.3755266014,
ARBabc_num7,ARBabc,global_default_no_ec,,0,65.0,55.786,4194600.795898613,
ARBt2r_num2,ARBt2r,EC_class_7_SABIO_median,7.6.2.13,0,0.008333333,55.083,544.6326234954523,
ARBt2r_num3,ARBt2r,global_default_no_ec,,0,65.0,56.257,4159482.3755266014,
ARBt2r_num4,ARBt2r,global_default_no_ec,,0,65.0,55.786,4194600.795898613,
ARBt2r_num5,ARBt2r,global_default_no_ec,,0,65.0,55.187,4240129.015891423,
ARGabc_num2,ARGabc,global_default_no_ec,,0,65.0,26.819,8725157.53756665,
ARGabc_num3,ARGabc,global_default_no_ec,,0,65.0,28.076,8334520.586978202,
ARGabc_num4,ARGabc,global_default_no_ec,,0,65.0,34.88,6708715.596330275,
ARGabc_num5,ARGabc,global_default_no_ec,,0,65.0,28.014,8352966.373955879,
ASAD_num2,ASAD,SABIO_RK_cache_median,1.2.1.11,27,58.0,35.289,5916857.9444019385,
ASO3t8_num2,ASO3t8,global_default_no_ec,,0,65.0,45.010999999999996,5198729.199529004,
ASO3t8_num3,ASO3t8,global_default_no_ec,,0,65.0,54.004,4333012.369454115,
ASPTA_num2,ASPTA,SABIO_RK_cache_median,2.6.1.1,19,16.8,42.014,1439520.1599466843,
ASPabc_num2,ASPabc,global_default_no_ec,,0,65.0,26.819,8725157.53756665,
ASPabc_num3,ASPabc,global_default_no_ec,,0,65.0,35.217,6644518.272425249,
ASPabc_num4,ASPabc,global_default_no_ec,,0,65.0,28.076,8334520.586978202,
ASPabc_num5,ASPabc,global_default_no_ec,,0,65.0,28.014,8352966.373955879,
BACCL_num2,BACCL,EC_kcat_max_BRENDA,6.3.4.15,1,450000.0,144.394,11219302741.111126,
BCOADH_num2,BCOADH,SABIO_RK_cache_median,1.3.8.1,14,6.9,41.933,592373.5482793981,
BCOADH_num3,BCOADH,SABIO_RK_cache_median,1.3.8.1,14,6.9,41.758,594856.0754825423,
BCOADH_num4,BCOADH,SABIO_RK_cache_median,1.3.8.1,14,6.9,42.13,589603.6078803702,
BCOADH_num5,BCOADH,SABIO_RK_cache_median,1.3.8.1,14,6.9,40.25,617142.8571428572,
BCOADH_num6,BCOADH,SABIO_RK_cache_median,1.3.8.1,14,6.9,40.212,617726.0519247985,
BETALDHx_num2,BETALDHx,EC_kcat_max_BRENDA,1.2.1.8,1,276.0,50.756,19576010.717944678,
BETALDHx_num3,BETALDHx,EC_kcat_max_BRENDA,1.2.1.8,1,276.0,49.352,20132922.67790566,
BETALDHx_num4,BETALDHx,EC_kcat_max_BRENDA,1.2.1.8,1,276.0,50.241,19776676.419657253,
BETALDHx_num5,BETALDHx,EC_kcat_max_BRENDA,1.2.1.8,1,276.0,50.364,19728377.412437458,
BETALDHy_num2,BETALDHy,EC_kcat_max_BRENDA,1.2.1.8,1,276.0,50.756,19576010.717944678,
BETALDHy_num3,BETALDHy,EC_kcat_max_BRENDA,1.2.1.8,1,276.0,49.352,20132922.67790566,
BETALDHy_num4,BETALDHy,EC_kcat_max_BRENDA,1.2.1.8,1,276.0,50.241,19776676.419657253,
BETALDHy_num5,BETALDHy,EC_kcat_max_BRENDA,1.2.1.8,1,276.0,50.364,19728377.412437458,
BGLA_num2,BGLA,SABIO_RK_cache_median,3.2.1.21,128,3.215,49.986,231544.8325531149,
